6.000000000000000000e+01 8.450000000000000000e+03 7.000000000000000000e+00 5.000000000000000000e+00 2.003000000000000000e+03 2.003000000000000000e+03 8.560000000000000000e+02 8.540000000000000000e+02 0.000000000000000000e+00 1.710000000000000000e+03 2.000000000000000000e+00 1.000000000000000000e+00 3.000000000000000000e+00 1.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.100000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 2.008000000000000000e+03 2.085000000000000000e+05
2.000000000000000000e+01 9.600000000000000000e+03 6.000000000000000000e+00 8.000000000000000000e+00 1.976000000000000000e+03 1.976000000000000000e+03 1.262000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 1.262000000000000000e+03 2.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000000e+00 1.000000000000000000e+00 6.000000000000000000e+00 1.000000000000000000e+00 2.980000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00 2.007000000000000000e+03 1.815000000000000000e+05
6.000000000000000000e+01 1.125000000000000000e+04 7.000000000000000000e+00 5.000000000000000000e+00 2.001000000000000000e+03 2.002000000000000000e+03 9.200000000000000000e+02 8.660000000000000000e+02 0.000000000000000000e+00 1.786000000000000000e+03 2.000000000000000000e+00 1.000000000000000000e+00 3.000000000000000000e+00 1.000000000000000000e+00 6.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 4.200000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.000000000000000000e+00 2.008000000000000000e+03 2.235000000000000000e+05
7.000000000000000000e+01 9.550000000000000000e+03 7.000000000000000000e+00 5.000000000000000000e+00 1.915000000000000000e+03 1.970000000000000000e+03 9.610000000000000000e+02 7.560000000000000000e+02 0.000000000000000000e+00 1.717000000000000000e+03 1.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000000e+00 1.000000000000000000e+00 7.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 3.500000000000000000e+01 2.720000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 2.006000000000000000e+03 1.400000000000000000e+05
6.000000000000000000e+01 1.426000000000000000e+04 8.000000000000000000e+00 5.000000000000000000e+00 2.000000000000000000e+03 2.000000000000000000e+03 1.145000000000000000e+03 1.053000000000000000e+03 0.000000000000000000e+00 2.198000000000000000e+03 2.000000000000000000e+00 1.000000000000000000e+00 4.000000000000000000e+00 1.000000000000000000e+00 9.000000000000000000e+00 1.000000000000000000e+00 1.920000000000000000e+02 8.400000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.200000000000000000e+01 2.008000000000000000e+03 2.500000000000000000e+05
5.000000000000000000e+01 1.411500000000000000e+04 5.000000000000000000e+00 5.000000000000000000e+00 1.993000000000000000e+03 1.995000000000000000e+03 7.960000000000000000e+02 5.660000000000000000e+02 0.000000000000000000e+00 1.362000000000000000e+03 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e+00 0.000000000000000000e+00 4.000000000000000000e+01 3.000000000000000000e+01 0.000000000000000000e+00 3.200000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 7.000000000000000000e+02 1.000000000000000000e+01 2.009000000000000000e+03 1.430000000000000000e+05
2.000000000000000000e+01 1.008400000000000000e+04 8.000000000000000000e+00 5.000000000000000000e+00 2.004000000000000000e+03 2.005000000000000000e+03 1.694000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 1.694000000000000000e+03 2.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000000e+00 1.000000000000000000e+00 7.000000000000000000e+00 1.000000000000000000e+00 2.550000000000000000e+02 5.700000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.000000000000000000e+00 2.007000000000000000e+03 3.070000000000000000e+05
6.000000000000000000e+01 1.038200000000000000e+04 7.000000000000000000e+00 6.000000000000000000e+00 1.973000000000000000e+03 1.973000000000000000e+03 1.107000000000000000e+03 9.830000000000000000e+02 0.000000000000000000e+00 2.090000000000000000e+03 2.000000000000000000e+00 1.000000000000000000e+00 3.000000000000000000e+00 1.000000000000000000e+00 7.000000000000000000e+00 2.000000000000000000e+00 2.350000000000000000e+02 2.040000000000000000e+02 2.280000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.500000000000000000e+02 1.100000000000000000e+01 2.009000000000000000e+03 2.000000000000000000e+05
5.000000000000000000e+01 6.120000000000000000e+03 7.000000000000000000e+00 5.000000000000000000e+00 1.931000000000000000e+03 1.950000000000000000e+03 1.022000000000000000e+03 7.520000000000000000e+02 0.000000000000000000e+00 1.774000000000000000e+03 2.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 8.000000000000000000e+00 2.000000000000000000e+00 9.000000000000000000e+01 0.000000000000000000e+00 2.050000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.000000000000000000e+00 2.008000000000000000e+03 1.299000000000000000e+05
1.900000000000000000e+02 7.420000000000000000e+03 5.000000000000000000e+00 6.000000000000000000e+00 1.939000000000000000e+03 1.950000000000000000e+03 1.077000000000000000e+03 0.000000000000000000e+00 0.000000000000000000e+00 1.077000000000000000e+03 1.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 4.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.008000000000000000e+03 1.180000000000000000e+05
